review_text,review_rating,review_timestamp,clean_review
Use everyday and for long trips.  Has been accurate and just what I was looking for as daily commuter.,5,22-08-2012 13:11,use everyday and for long trips has been accurate and just what i was looking for as daily commuter
New to waze... so far looks good,4,25-08-2012 17:55,new to waze so far looks good
"Used to work fine,  now I can't read street names,  all garbled,  of ZERO use now. Please fix it, I loved this app",1,25-06-2012 17:47,used to work fine now i can t read street names all garbled of zero use now please fix it i loved this app
Helful apks,5,08-08-2012 15:15,helful apks
Good choice for gps,5,14-07-2012 06:05,good choice for gps
A life saver in Atlanta traffic with a very dedicated user base. Thanks Waze and community for making this so great.,5,26-11-2012 15:37,a life saver in atlanta traffic with a very dedicated user base thanks waze and community for making this so great
Love this apps features but Gps gets Lil crazy sometimes fix that gets 10 stars from me,4,02-11-2011 15:40,love this apps features but gps gets lil crazy sometimes fix that gets 10 stars from me
Suggested routes i'd never thought of. Saves me time on commute.,5,01-11-2012 21:42,suggested routes i d never thought of saves me time on commute
#waze keeps me from getting speeding tickets.,5,28-05-2012 21:51,waze keeps me from getting speeding tickets
Works like its supposed to on my thunderbolt,5,11-08-2012 22:26,works like its supposed to on my thunderbolt
A great free GPS app with some great social features as well.  Very nice.,5,09-08-2012 00:55,a great free gps app with some great social features as well very nice
Creative and fun,5,09-05-2012 00:58,creative and fun
Awesome. User interface could be better.,4,07-01-2012 07:46,awesome user interface could be better
Like it the few times I've used it! Always updating and working well even with road construction. Definitely would recommend.,5,19-09-2012 20:31,like it the few times i ve used it always updating and working well even with road construction definitely would recommend
Wow this app really works,5,23-11-2012 02:56,wow this app really works
Cool and fun way to get from A to B...,4,13-08-2012 18:58,cool and fun way to get from a to b
if have every load speed limit will be better,5,16-08-2012 09:39,if have every load speed limit will be better
"Needs voice to say street name onto which i am supposed to turn. Not just ""turn right now"". This is the only glaring issue with this app. Otherwise 4*",4,09-05-2011 13:45,needs voice to say street name onto which i am supposed to turn not just turn right now this is the only glaring issue with this app otherwise 4
"Good concept of a FREE GPS app, though improvents such on more users, improving crashes, bulkness, etc would cerntainly help a lot. 5 stars.",5,08-11-2010 05:51,good concept of a free gps app though improvents such on more users improving crashes bulkness etc would cerntainly help a lot 5 stars
mostly accurate.  gives better directions than iphone...,4,26-11-2012 16:43,mostly accurate gives better directions than iphone
This is the best navigation app so far just for the fact that other drivers are reporting. Also when stuck in traffic you feel less lonley knowing there are other wazers rite there with ya.,5,20-08-2012 03:45,this is the best navigation app so far just for the fact that other drivers are reporting also when stuck in traffic you feel less lonley knowing there are other wazers rite there with ya
Thank for nice  app.,4,16-11-2012 02:13,thank for nice app
This app is awsome you will love it iam very picky on apps that work and this one does the job right its a keeper its accurate and dependable...,5,09-06-2011 20:37,this app is awsome you will love it iam very picky on apps that work and this one does the job right its a keeper its accurate and dependable
"I love to use Waze for the instant user updates. The graphics are bright with several color choices so they are safe for a quick glance at the dash. Every so often Waze may try to divert me for no reason off the highway just to get back on. Very rare though. Also, I have never seen my chosen gas station... Costco. Only Shell stations seem to show. BUT I use it all the time.  I don't know the benefits of joining a group. (Samsung Galaxy S2.)",4,03-10-2012 15:48,i love to use waze for the instant user updates the graphics are bright with several color choices so they are safe for a quick glance at the dash every so often waze may try to divert me for no reason off the highway just to get back on very rare though also i have never seen my chosen gas station costco only shell stations seem to show but i use it all the time i don t know the benefits of joining a group samsung galaxy s2
I will give it 5 stars when you can search for places by type like in the native navigation app.,3,05-05-2012 12:15,i will give it 5 stars when you can search for places by type like in the native navigation app
it's the greatest gps apps that i ever seen..go go waze!!,5,10-02-2012 03:46,it s the greatest gps apps that i ever seen go go waze
"Love the community aspect of this app, looks extremely promising",5,11-09-2011 07:07,love the community aspect of this app looks extremely promising
"Always off track, eta wrong, gps always looking for satelite, drove over 500miles and cannot grow out of newborn",1,11-08-2012 01:07,always off track eta wrong gps always looking for satelite drove over 500miles and cannot grow out of newborn
"Nice app! Works really fine in Cali, Colombia. I'll keep checking it.",5,05-04-2012 14:39,nice app works really fine in cali colombia i ll keep checking it
"Love the pop up traffic, accidents, and police reports!",4,04-10-2011 19:20,love the pop up traffic accidents and police reports
First review ever. Couldn't contain myself. Quite impressed,5,27-04-2012 06:09,first review ever couldn t contain myself quite impressed
can know where is jam,5,24-10-2012 10:39,can know where is jam
"Pretty cool, useful, and fun",5,17-11-2012 22:11,pretty cool useful and fun
Love this app. Only complaint is the voice quality is to mechanical.,4,01-08-2012 23:25,love this app only complaint is the voice quality is to mechanical
Very useful...tried in many Colombian cities.. Succeded in every one.,5,03-11-2011 02:26,very useful tried in many colombian cities succeded in every one
Disregard my last review as the problem seems to be with phone GPS and not Waze,5,11-08-2012 11:32,disregard my last review as the problem seems to be with phone gps and not waze
"Mesti pake, buat pengguna jalan. Bisa share kalo ada jalan yg macet....",5,19-11-2012 18:19,mesti pake buat pengguna jalan bisa share kalo ada jalan yg macet
Brilliant  just wish I could mark or import my own favourate points,4,21-06-2012 05:46,brilliant just wish i could mark or import my own favourate points
Need more location in map,3,22-06-2011 15:50,need more location in map
Searhing addresses needs work but overall great application,3,22-05-2012 09:16,searhing addresses needs work but overall great application
"THE best app for navigation. Very accurate, quick, doesn't hang or slow down at turns like others, good interactive features, brings out faster routes dynamically based on traffic etc., good accident/traffic report feature and interaction with other wazers feature, great search features (includes Google, yelp etc). All in all, a great app for day to day navigation. Only thing - doesn't mention exit number to be taken, just mentions miles before the turn.",5,28-07-2012 21:32,the best app for navigation very accurate quick doesn t hang or slow down at turns like others good interactive features brings out faster routes dynamically based on traffic etc good accident traffic report feature and interaction with other wazers feature great search features includes google yelp etc all in all a great app for day to day navigation only thing doesn t mention exit number to be taken just mentions miles before the turn
