review_text,review_rating,review_timestamp,clean_review
I paid 15 USD for a trip that usually only cost me 5 USD even in traffic!!!! Major rip off!,1,2016-06-16T00:44:14.000Z,i paid 15 usd for a trip that usually only cost me 5 usd even in traffic major rip off
wish u couldve done more with app.track more area.so customer shall feel at ease.thx,2,2016-08-09T04:18:48.000Z,wish u couldve done more with app track more area so customer shall feel at ease thx
I can't get the promoðŸ˜”ðŸ˜”ðŸ˜”,3,2015-12-12T04:51:38.000Z,i can t get the promo
"It took a while to get a taxi, but everything was good once a taxi responded",4,2015-02-09T04:59:50.000Z,it took a while to get a taxi but everything was good once a taxi responded
"Very simple, useful and helping",5,2016-11-21T04:08:22.000Z,very simple useful and helping
"cant locate, cant get taxi.better to use comfort taxi booking apps.",1,2013-11-13T06:46:24.000Z,cant locate cant get taxi better to use comfort taxi booking apps
Trying to get grab car but server's been down for 40 minutes.,5,2016-11-21T05:50:20.000Z,trying to get grab car but server s been down for 40 minutes
most friendly and convenient ride,5,2016-08-13T03:02:19.000Z,most friendly and convenient ride
Sukaaaa bikin kemana2 jadinya gampang..,5,2015-07-10T02:45:12.000Z,sukaaaa bikin kemana2 jadinya gampang
Kudos Grab Taxi...^_^,5,2014-05-19T16:46:08.000Z,kudos grab taxi
"The driver, service and application is very good job. Congratulation!",5,2015-12-17T08:46:53.000Z,the driver service and application is very good job congratulation
Ok dah,5,2016-03-30T04:58:25.000Z,ok dah
Nice cab driver,5,2015-10-12T09:22:25.000Z,nice cab driver
People should use this app because its very helpful to us.All driver are nice and they didnt take any extra amount of cust.Receipt system also sent directly to our email.Easy to us to claim or whatever else reasons.,5,2016-10-24T14:45:27.000Z,people should use this app because its very helpful to us all driver are nice and they didnt take any extra amount of cust receipt system also sent directly to our email easy to us to claim or whatever else reasons
Doesn't work. Sucks,1,2016-04-24T12:46:52.000Z,doesn t work sucks
"Sangat payah, saya order berkali kali tapi driver nya tidak ada yang ambil, aplikasi tidak berkualitas",1,2016-09-12T10:25:50.000Z,sangat payah saya order berkali kali tapi driver nya tidak ada yang ambil aplikasi tidak berkualitas
And drivers are very responsive. Keep it up!,4,2015-03-19T09:56:50.000Z,and drivers are very responsive keep it up
For grab car,4,2016-02-10T16:54:56.000Z,for grab car
HELP ME I NEED TO GRAB A TAXI !!##!!,5,2016-09-21T00:06:59.000Z,help me i need to grab a taxi
How to book for scheduled booking??,4,2016-06-20T07:57:22.000Z,how to book for scheduled booking
"Daebak udeh, gue suka. Fix",5,2016-04-25T16:18:16.000Z,daebak udeh gue suka fix
Its nice but please update your map. Because if i book to get taxi drivers cant locate where i am eventhough i make notes to them where is my real location. It has limited location here in Davao City. Please update the streets and other locations here in davao. Thanks,3,2015-05-06T13:13:42.000Z,its nice but please update your map because if i book to get taxi drivers cant locate where i am eventhough i make notes to them where is my real location it has limited location here in davao city please update the streets and other locations here in davao thanks
Trusted +rep,5,2016-09-01T17:12:43.000Z,trusted rep
No need to wait taxi  thank you grab taxi and grab car,5,2015-10-29T19:42:46.000Z,no need to wait taxi thank you grab taxi and grab car
ya gw suka compare sih antar ini dgn app 1 lg hahha cari best price aja karena tiap hari krj itu pasti naik ojek untuk pp. so mna hrg yg murah it yg gw ambil. gw jg suka naik grabcar klo dri kantor ber3 hrus prg ke tmp lain krna lbih murah. gw harap promo byr 12rb balik lg sih heheh,5,2016-03-15T02:19:02.000Z,ya gw suka compare sih antar ini dgn app 1 lg hahha cari best price aja karena tiap hari krj itu pasti naik ojek untuk pp so mna hrg yg murah it yg gw ambil gw jg suka naik grabcar klo dri kantor ber3 hrus prg ke tmp lain krna lbih murah gw harap promo byr 12rb balik lg sih heheh
"Thank u so much its because of this u guys saved my life not just money but life. I dont even have a single centavo because i left my wallet in house and too late for me to realize it and its so tiring if i'll go back home because our house is a 105 steps from the street so i just download the app on my phone (thanks god i have free internet) then i book, from marco polo plaza to teleperformance IT park, and as well going back home. It only cost me around 70 pesos so i got a ride for free. Thanks grab taxi",5,2014-11-22T18:52:12.000Z,thank u so much its because of this u guys saved my life not just money but life i dont even have a single centavo because i left my wallet in house and too late for me to realize it and its so tiring if i ll go back home because our house is a 105 steps from the street so i just download the app on my phone thanks god i have free internet then i book from marco polo plaza to teleperformance it park and as well going back home it only cost me around 70 pesos so i got a ride for free thanks grab taxi
May I know why can't I include my card details? Keep on popping error message. Pls fix this thanks,3,2016-10-23T03:45:13.000Z,may i know why can t i include my card details keep on popping error message pls fix this thanks
It is so easy to use.,5,2016-11-06T02:17:23.000Z,it is so easy to use
The contact details of the driver cannot be viewed from the booking history.  Was suppose to call the driver that I left something right after I got off the taxi but couldn't because the app doesn't provide this feature. Please look through this.,1,2015-10-07T11:00:22.000Z,the contact details of the driver cannot be viewed from the booking history was suppose to call the driver that i left something right after i got off the taxi but couldn t because the app doesn t provide this feature please look through this
my favorite app.,5,2016-07-02T07:03:39.000Z,my favorite app
So helpful and nice services,5,2016-08-05T14:03:24.000Z,so helpful and nice services
"It is quite good if it is complete to connect me to Taxi Hertz Jakarta, Taxi Alva Bandar Lampung, Taxi Wonderful Medan Pekanbaru, Taxi White Eagle Padang Palembang Bangka Belitung and others.",5,2015-01-03T09:33:39.000Z,it is quite good if it is complete to connect me to taxi hertz jakarta taxi alva bandar lampung taxi wonderful medan pekanbaru taxi white eagle padang palembang bangka belitung and others
I get around,5,2016-07-27T19:59:07.000Z,i get around
Ridiculous! Drivers are sooo picky. Very bad service.,1,2016-11-09T10:28:38.000Z,ridiculous drivers are sooo picky very bad service
Using this app I will know where my driver is.,4,2014-08-26T03:14:59.000Z,using this app i will know where my driver is
Mantaappp byk promooo,5,2016-11-11T15:13:11.000Z,mantaappp byk promooo
I now solely dependant on this app to order taxi!,5,2015-06-29T15:34:38.000Z,i now solely dependant on this app to order taxi
Make me easy  to go anywhere,5,2016-04-19T05:09:07.000Z,make me easy to go anywhere
"Please, fix for blackberry user.",1,2016-04-28T11:14:11.000Z,please fix for blackberry user
"The new designand function s in the app sucks. Not olnly cant it not my location via gps, it cant look for specific address within the area. Also, the buttons below the search bar is so confusing.",1,2016-02-17T09:49:00.000Z,the new designand function s in the app sucks not olnly cant it not my location via gps it cant look for specific address within the area also the buttons below the search bar is so confusing
Very nice idea and we feel safe and comfortable at the same time. Just hoping that main roads will be eased of traffic even a little so we can really enjoy rides with Grab!,5,2016-12-02T15:01:52.000Z,very nice idea and we feel safe and comfortable at the same time just hoping that main roads will be eased of traffic even a little so we can really enjoy rides with grab
Sukaaaaa pake grab,5,2016-11-23T14:33:59.000Z,sukaaaaa pake grab
Tidak bisa memilih metode pembayaran menggunakan kartu kredit padahal sudah terdaftar cc-nya dan di kenakan charge langsung ke kartu saya,1,2016-08-12T07:07:56.000Z,tidak bisa memilih metode pembayaran menggunakan kartu kredit padahal sudah terdaftar cc nya dan di kenakan charge langsung ke kartu saya
Singapore- Very user friendly compared to other apps.  Able to find cab in the shortest time,5,2014-10-17T10:54:22.000Z,singapore very user friendly compared to other apps able to find cab in the shortest time
It keeps restating the apps and close it by itself.,1,2014-12-18T13:33:24.000Z,it keeps restating the apps and close it by itself
Grab so helpfull,5,2016-06-11T06:56:27.000Z,grab so helpfull
Kurang ajar ini supir2 grab ga tau diri,1,2016-11-20T13:52:57.000Z,kurang ajar ini supir2 grab ga tau diri
"Complicated. Couldn't even figure out how to input stuff, let alone get a taxi with it",1,2014-08-02T01:22:01.000Z,complicated couldn t even figure out how to input stuff let alone get a taxi with it
"Emang sih mempermudah tapi Grab  lelet, suka bikin telat dan lebih ga enaknya lagi drivernya banyak yg ga paham jalan!",1,2016-04-14T05:04:13.000Z,emang sih mempermudah tapi grab lelet suka bikin telat dan lebih ga enaknya lagi drivernya banyak yg ga paham jalan
I have a problem adding an address in the pickup !!!,3,2016-06-06T02:19:59.000Z,i have a problem adding an address in the pickup
Supirnya gaul & friendly!,5,2015-08-08T12:00:20.000Z,supirnya gaul friendly
the new version is sucks. i can't open it. just stay at 'grab taxi' please fix it.,2,2015-09-12T12:29:42.000Z,the new version is sucks i can t open it just stay at grab taxi please fix it
"Can't use this app, cause the icons grab bike,  grab car,  etc did not appeared so I can't not choose at all even re install again can't use it",2,2016-12-03T01:59:05.000Z,can t use this app cause the icons grab bike grab car etc did not appeared so i can t not choose at all even re install again can t use it
"As a new user,Why i couldn't get grab bike ? That's always for taxi only.i coudn't change and choose grab bike service. Bad!",1,2016-03-18T22:51:17.000Z,as a new user why i couldn t get grab bike that s always for taxi only i coudn t change and choose grab bike service bad
"Simple, user friendly, quick response,",5,2016-08-30T10:33:22.000Z,simple user friendly quick response
kenapa setiap driver gak ada uang receh?,2,2016-06-18T15:40:12.000Z,kenapa setiap driver gak ada uang receh
Very helpfully my trip from home to office without 2 times of changing others public transportation ðŸ˜„,5,2016-04-20T13:55:22.000Z,very helpfully my trip from home to office without 2 times of changing others public transportation
worth it...,5,2015-02-16T04:54:14.000Z,worth it
Very happy.. very helpful.,5,2015-06-24T11:51:54.000Z,very happy very helpful
As expected driver arrived on time and reached airport dot on time. Love th service....,5,2015-06-01T23:33:52.000Z,as expected driver arrived on time and reached airport dot on time love th service
